TransactionID,CustomerID,StoreID,Date,Time,Year,Month,MonthName,DayOfWeek,IsWeekend,Age,AgeGroup,Gender,Location,OnlineOrderFlag,Channel,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice,PaymentType,PromotionApplied,DiscountAmount,DiscountApplied,GiftWrap,ShippingMethod,DeliveryTime(Days),Weather,Event,CustomerSatisfaction,ReturnFlag
20,75,69,2020-12-29,15:39:25,2020,12,December,Tuesday,False,52,51+,Female,City_2,False,In-Store,267,Toys_Product,Toys,4,82.67500774,330.700031,Credit Card,True,33.0700031,True,True,Not Applicable (In-Store),,Rainy,Black Friday,2,False
21,315,,2022-12-24,6:52:48,2022,12,December,Saturday,True,37,36-50,Female,City_10,True,Online,722,Decorations_Product,Decorations,2,48.9819344,97.96386881,Debit Card,False,0.0,False,False,Overnight,3.0,Sunny,Christmas Market,3,True
22,295,64,2018-11-28,10:46:14,2018,11,November,Wednesday,False,27,26-35,Female,City_3,False,In-Store,138,Clothing_Product,Clothing,4,20.70010309,82.80041237,Cash,True,8.280041237,True,False,Not Applicable (In-Store),,Rainy,Black Friday,4,False
23,354,,2020-12-27,10:13:37,2020,12,December,Sunday,True,44,36-50,Male,City_10,True,Online,526,Food_Product,Food,3,36.72797537,110.1839261,Credit Card,False,11.01839261,True,True,Standard,5.0,Sunny,Black Friday,2,False
24,170,61,2019-11-18,7:53:01,2019,11,November,Monday,False,27,26-35,Female,City_12,False,In-Store,521,Electronics_Product,Electronics,3,20.34166296,61.02498889,Online Payment,False,0.0,False,True,Not Applicable (In-Store),,Rainy,No Event,2,True
25,154,,2023-11-30,12:40:35,2023,11,November,Thursday,False,56,51+,Other,City_16,True,Online,251,Clothing_Product,Clothing,3,16.15314336,48.45943008,Credit Card,False,4.845943008,True,False,Express,5.0,Sunny,Black Friday,3,False
26,113,30,2018-12-24,22:31:32,2018,12,December,Monday,False,18,18-25,Male,City_9,False,In-Store,648,Decorations_Product,Decorations,2,29.32995627,58.65991254,Credit Card,False,5.865991254,True,True,Not Applicable (In-Store),,Snowy,Black Friday,2,False
27,19,,2021-12-06,8:22:32,2021,12,December,Monday,False,35,26-35,Male,City_20,True,Online,696,Decorations_Product,Decorations,2,41.35014224,82.70028448,Credit Card,True,0.0,False,False,Overnight,1.0,Snowy,No Event,1,True
28,52,76,2019-12-03,4:22:11,2019,12,December,Tuesday,False,51,51+,Male,City_6,False,In-Store,917,Electronics_Product,Electronics,2,18.30060647,36.60121294,Credit Card,True,3.660121294,True,True,Not Applicable (In-Store),,Rainy,Black Friday,4,True
29,97,,2022-12-05,14:51:45,2022,12,December,Monday,False,55,51+,Other,City_8,True,Online,237,Toys_Product,Toys,4,42.40679013,169.6271605,Credit Card,True,0.0,False,True,Express,2.0,Snowy,Christmas Market,3,True
30,163,8,2021-11-23,6:19:53,2021,11,November,Tuesday,False,61,51+,Male,City_9,False,In-Store,605,Food_Product,Food,3,55.86502778,167.5950833,Cash,False,16.75950833,True,False,Not Applicable (In-Store),,Snowy,Black Friday,1,False
31,497,38,2018-12-20,7:34:07,2018,12,December,Thursday,False,54,51+,Other,City_13,False,In-Store,866,Decorations_Product,Decorations,2,35.49895959,70.99791918,Cash,True,0.0,False,False,Not Applicable (In-Store),,Sunny,No Event,5,True
32,393,,2020-12-23,20:20:04,2020,12,December,Wednesday,False,41,36-50,Female,City_9,True,Online,618,Clothing_Product,Clothing,2,23.48797244,46.97594489,Cash,False,0.0,False,True,Overnight,1.0,Snowy,Christmas Market,4,True
33,26,,2023-12-05,11:05:37,2023,12,December,Tuesday,False,54,51+,Other,City_12,True,Online,318,Clothing_Product,Clothing,5,24.39762872,121.9881436,Online Payment,False,12.19881436,True,True,Overnight,4.0,Sunny,Black Friday,3,True
34,215,73,2018-11-07,5:25:36,2018,11,November,Wednesday,False,24,18-25,Male,City_2,False,In-Store,427,Decorations_Product,Decorations,5,66.24160918,331.2080459,Cash,False,0.0,False,True,Not Applicable (In-Store),,Sunny,Christmas Market,1,True
35,179,,2019-11-15,0:36:50,2019,11,November,Friday,False,67,51+,Male,City_7,True,Online,813,Clothing_Product,Clothing,1,91.73863572,91.73863572,Credit Card,True,0.0,False,False,Express,3.0,Rainy,Christmas Market,5,True
36,377,,2018-11-11,8:01:19,2018,11,November,Sunday,True,28,26-35,Male,City_9,True,Online,718,Electronics_Product,Electronics,3,20.08620872,60.25862617,Debit Card,True,0.0,False,False,Express,3.0,Snowy,Christmas Market,1,True
37,177,,2018-12-19,22:23:31,2018,12,December,Wednesday,False,69,51+,Other,City_9,True,Online,228,Electronics_Product,Electronics,3,44.43614065,133.308422,Online Payment,True,0.0,False,False,Standard,5.0,Sunny,Christmas Market,3,True
38,168,,2022-11-17,2:29:20,2022,11,November,Thursday,False,54,51+,Other,City_9,True,Online,924,Electronics_Product,Electronics,5,74.09690773,370.4845387,Credit Card,False,0.0,False,True,Standard,3.0,Sunny,Christmas Market,5,True
39,184,,2022-12-18,15:59:43,2022,12,December,Sunday,True,39,36-50,Female,City_13,True,Online,513,Food_Product,Food,5,31.61629973,158.0814987,Debit Card,True,15.80814987,True,False,Express,5.0,Sunny,Black Friday,4,False
40,288,20,2019-11-17,21:27:08,2019,11,November,Sunday,True,45,36-50,Other,City_4,False,In-Store,146,Clothing_Product,Clothing,2,18.43094789,36.86189577,Debit Card,False,0.0,False,True,Not Applicable (In-Store),,Sunny,No Event,3,True
41,359,,2021-12-21,22:09:55,2021,12,December,Tuesday,False,62,51+,Other,City_6,True,Online,122,Food_Product,Food,2,93.32665645,186.6533129,Cash,True,0.0,False,False,Express,5.0,Rainy,No Event,2,True
42,204,,2021-12-22,10:32:38,2021,12,December,Wednesday,False,59,51+,Male,City_7,True,Online,68,Food_Product,Food,4,57.36855054,229.4742022,Debit Card,True,0.0,False,False,Overnight,1.0,Sunny,No Event,2,False
43,15,,2023-11-16,23:47:12,2023,11,November,Thursday,False,42,36-50,Female,City_7,True,Online,171,Electronics_Product,Electronics,3,77.62282233,232.868467,Cash,True,0.0,False,True,Overnight,4.0,Sunny,No Event,3,False
44,292,,2020-11-04,23:17:32,2020,11,November,Wednesday,False,34,26-35,Other,City_9,True,Online,759,Decorations_Product,Decorations,4,87.60777349,350.431094,Debit Card,False,0.0,False,False,Standard,4.0,Sunny,No Event,1,True
45,292,,2019-11-12,10:56:53,2019,11,November,Tuesday,False,42,36-50,Female,City_6,True,Online,793,Clothing_Product,Clothing,3,32.9962309,98.98869269,Online Payment,False,9.898869269,True,True,Express,5.0,Rainy,Black Friday,3,True
46,13,,2019-12-24,7:05:00,2019,12,December,Tuesday,False,23,18-25,Other,City_5,True,Online,968,Electronics_Product,Electronics,5,85.11299226,425.5649613,Credit Card,False,0.0,False,True,Express,1.0,Rainy,No Event,3,False
47,317,,2020-11-03,15:15:54,2020,11,November,Tuesday,False,69,51+,Female,City_2,True,Online,348,Clothing_Product,Clothing,3,87.58882257,262.7664677,Cash,False,0.0,False,False,Standard,1.0,Rainy,Christmas Market,5,False
48,448,,2022-11-22,15:39:48,2022,11,November,Tuesday,False,33,26-35,Male,City_5,True,Online,722,Electronics_Product,Electronics,2,67.92499783,135.8499957,Online Payment,True,0.0,False,True,Overnight,4.0,Snowy,Christmas Market,4,True
49,333,91,2019-11-30,9:16:06,2019,11,November,Saturday,True,57,51+,Other,City_6,False,In-Store,525,Electronics_Product,Electronics,4,99.89468474,399.5787389,Cash,True,0.0,False,False,Not Applicable (In-Store),,Snowy,No Event,5,False
50,403,,2019-12-15,13:06:29,2019,12,December,Sunday,True,28,26-35,Female,City_7,True,Online,2,Clothing_Product,Clothing,1,27.79030372,27.79030372,Debit Card,True,0.0,False,True,Express,3.0,Rainy,No Event,2,False
51,144,6,2018-11-22,19:54:29,2018,11,November,Thursday,False,68,51+,Female,City_1,False,In-Store,576,Toys_Product,Toys,2,91.28600953,182.5720191,Debit Card,False,18.25720191,True,False,Not Applicable (In-Store),,Sunny,Black Friday,2,True
52,166,,2023-12-16,3:31:45,2023,12,December,Saturday,True,37,36-50,Male,City_2,True,Online,898,Clothing_Product,Clothing,1,89.65107189,89.65107189,Debit Card,True,0.0,False,True,Express,5.0,Rainy,Christmas Market,4,True
53,50,,2022-12-27,5:37:17,2022,12,December,Tuesday,False,57,51+,Other,City_1,True,Online,559,Food_Product,Food,1,43.66667685,43.66667685,Credit Card,False,0.0,False,True,Express,1.0,Rainy,Christmas Market,1,False
54,419,,2020-12-26,14:26:59,2020,12,December,Saturday,True,22,18-25,Other,City_2,True,Online,704,Electronics_Product,Electronics,2,92.30535408,184.6107082,Debit Card,True,18.46107082,True,False,Standard,1.0,Snowy,Black Friday,2,True
55,455,,2022-11-04,2:55:40,2022,11,November,Friday,False,66,51+,Other,City_18,True,Online,399,Decorations_Product,Decorations,5,31.4878916,157.439458,Cash,False,0.0,False,False,Overnight,1.0,Snowy,Christmas Market,4,False
56,64,34,2021-12-15,16:56:39,2021,12,December,Wednesday,False,36,36-50,Other,City_18,False,In-Store,912,Toys_Product,Toys,3,45.080534,135.241602,Debit Card,False,13.5241602,True,True,Not Applicable (In-Store),,Snowy,Black Friday,4,True
57,130,,2019-11-22,17:25:03,2019,11,November,Friday,False,57,51+,Male,City_6,True,Online,95,Decorations_Product,Decorations,2,24.43791828,48.87583656,Credit Card,True,0.0,False,False,Express,1.0,Sunny,No Event,1,True
58,167,,2023-12-24,4:41:47,2023,12,December,Sunday,True,47,36-50,Other,City_10,True,Online,51,Decorations_Product,Decorations,1,93.89029546,93.89029546,Online Payment,False,0.0,False,False,Overnight,1.0,Snowy,No Event,4,False
59,253,77,2021-12-30,3:58:38,2021,12,December,Thursday,False,34,26-35,Other,City_15,False,In-Store,492,Electronics_Product,Electronics,2,65.86888123,131.7377625,Cash,True,0.0,False,True,Not Applicable (In-Store),,Snowy,No Event,5,False
60,283,7,2020-12-13,14:00:12,2020,12,December,Sunday,True,31,26-35,Other,City_20,False,In-Store,433,Electronics_Product,Electronics,1,19.96229443,19.96229443,Debit Card,True,0.0,False,False,Not Applicable (In-Store),,Sunny,No Event,4,False
61,289,22,2018-11-26,4:35:13,2018,11,November,Monday,False,18,18-25,Male,City_6,False,In-Store,420,Electronics_Product,Electronics,1,24.24178761,24.24178761,Cash,False,2.424178761,True,True,Not Applicable (In-Store),,Snowy,Black Friday,1,True
62,292,,2023-11-12,4:33:59,2023,11,November,Sunday,True,46,36-50,Female,City_13,True,Online,641,Decorations_Product,Decorations,2,52.29007831,104.5801566,Debit Card,True,0.0,False,True,Overnight,2.0,Sunny,No Event,5,False
63,191,,2018-11-02,21:49:14,2018,11,November,Friday,False,33,26-35,Female,City_10,True,Online,648,Clothing_Product,Clothing,5,56.26043398,281.3021699,Debit Card,False,0.0,False,False,Overnight,5.0,Snowy,Christmas Market,3,True
64,401,72,2020-12-30,14:51:11,2020,12,December,Wednesday,False,55,51+,Female,City_12,False,In-Store,480,Electronics_Product,Electronics,2,80.86359592,161.7271918,Credit Card,True,16.17271918,True,True,Not Applicable (In-Store),,Sunny,Black Friday,4,False
65,172,,2022-11-25,14:10:24,2022,11,November,Friday,False,69,51+,Female,City_9,True,Online,801,Decorations_Product,Decorations,3,10.86556328,32.59668985,Debit Card,True,3.259668985,True,True,Standard,3.0,Snowy,Black Friday,1,False
66,380,43,2021-11-07,21:35:09,2021,11,November,Sunday,True,23,18-25,Other,City_12,False,In-Store,454,Toys_Product,Toys,5,96.33759319,481.687966,Debit Card,True,0.0,False,True,Not Applicable (In-Store),,Sunny,No Event,5,True
67,273,29,2019-12-26,16:35:32,2019,12,December,Thursday,False,57,51+,Other,City_2,False,In-Store,313,Decorations_Product,Decorations,2,29.16293855,58.3258771,Cash,False,0.0,False,False,Not Applicable (In-Store),,Snowy,No Event,3,True
68,497,,2020-12-24,13:07:28,2020,12,December,Thursday,False,66,51+,Other,City_2,True,Online,670,Clothing_Product,Clothing,4,68.75242368,275.0096947,Debit Card,False,27.50096947,True,False,Express,1.0,Rainy,Black Friday,5,True
69,57,19,2020-12-26,7:11:08,2020,12,December,Saturday,True,44,36-50,Female,City_13,False,In-Store,280,Decorations_Product,Decorations,1,83.70982419,83.70982419,Credit Card,True,0.0,False,True,Not Applicable (In-Store),,Rainy,Christmas Market,1,True
70,337,35,2020-12-09,2:36:57,2020,12,December,Wednesday,False,48,36-50,Other,City_2,False,In-Store,492,Electronics_Product,Electronics,4,34.53250357,138.1300143,Online Payment,True,0.0,False,False,Not Applicable (In-Store),,Snowy,No Event,4,True
71,43,,2021-12-22,14:00:15,2021,12,December,Wednesday,False,49,36-50,Male,City_11,True,Online,479,Toys_Product,Toys,4,45.03339629,180.1335852,Cash,False,0.0,False,True,Overnight,5.0,Sunny,No Event,5,True
72,137,,2023-12-16,6:09:54,2023,12,December,Saturday,True,62,51+,Male,City_16,True,Online,261,Toys_Product,Toys,1,12.65823407,12.65823407,Online Payment,False,1.265823407,True,True,Standard,3.0,Rainy,Black Friday,2,False
73,13,,2020-11-06,21:51:54,2020,11,November,Friday,False,35,26-35,Other,City_20,True,Online,95,Clothing_Product,Clothing,3,75.31099581,225.9329874,Debit Card,True,0.0,False,False,Overnight,4.0,Rainy,Christmas Market,3,False
74,379,,2018-11-16,23:00:26,2018,11,November,Friday,False,54,51+,Female,City_15,True,Online,535,Toys_Product,Toys,1,98.40516391,98.40516391,Cash,True,0.0,False,True,Overnight,4.0,Sunny,Christmas Market,4,False
75,370,3,2019-12-18,7:40:51,2019,12,December,Wednesday,False,39,36-50,Male,City_7,False,In-Store,947,Electronics_Product,Electronics,5,10.49416744,52.47083721,Cash,False,0.0,False,True,Not Applicable (In-Store),,Rainy,No Event,3,False
76,246,,2018-12-08,14:51:39,2018,12,December,Saturday,True,25,18-25,Other,City_6,True,Online,21,Food_Product,Food,3,66.63749009,199.9124703,Credit Card,False,19.99124703,True,True,Express,2.0,Snowy,Black Friday,2,True
77,20,,2021-12-12,18:11:23,2021,12,December,Sunday,True,53,51+,Male,City_3,True,Online,368,Clothing_Product,Clothing,2,58.06705248,116.134105,Credit Card,False,11.6134105,True,True,Express,5.0,Snowy,Black Friday,4,False
78,309,36,2022-12-03,11:57:27,2022,12,December,Saturday,True,53,51+,Male,City_14,False,In-Store,948,Decorations_Product,Decorations,2,67.75525431,135.5105086,Cash,True,0.0,False,True,Not Applicable (In-Store),,Snowy,No Event,4,True
79,176,36,2020-12-24,6:13:16,2020,12,December,Thursday,False,30,26-35,Female,City_15,False,In-Store,280,Clothing_Product,Clothing,5,73.71695045,368.5847522,Cash,True,36.85847522,True,False,Not Applicable (In-Store),,Sunny,Black Friday,3,False
80,457,,2021-11-17,22:45:30,2021,11,November,Wednesday,False,26,26-35,Female,City_10,True,Online,704,Electronics_Product,Electronics,5,36.96888543,184.8444271,Online Payment,False,0.0,False,True,Express,3.0,Sunny,No Event,5,False
81,395,87,2022-12-11,9:24:45,2022,12,December,Sunday,True,66,51+,Male,City_1,False,In-Store,162,Clothing_Product,Clothing,3,79.68374049,239.0512215,Credit Card,False,23.90512215,True,True,Not Applicable (In-Store),,Rainy,Black Friday,2,True
82,141,98,2018-11-27,13:19:34,2018,11,November,Tuesday,False,19,18-25,Male,City_19,False,In-Store,403,Food_Product,Food,1,63.44909304,63.44909304,Debit Card,True,6.344909304,True,True,Not Applicable (In-Store),,Sunny,Black Friday,1,False
83,424,,2022-12-25,10:32:35,2022,12,December,Sunday,True,40,36-50,Other,City_7,True,Online,514,Electronics_Product,Electronics,3,10.90445886,32.71337658,Cash,False,3.271337658,True,True,Express,2.0,Rainy,Black Friday,3,False
84,285,,2022-12-14,13:03:36,2022,12,December,Wednesday,False,57,51+,Male,City_11,True,Online,42,Clothing_Product,Clothing,1,18.37414743,18.37414743,Online Payment,True,1.837414743,True,True,Overnight,4.0,Sunny,Black Friday,4,False
85,88,,2018-11-04,22:29:10,2018,11,November,Sunday,True,51,51+,Male,City_1,True,Online,702,Electronics_Product,Electronics,2,69.03197538,138.0639508,Credit Card,True,0.0,False,False,Overnight,2.0,Snowy,Christmas Market,2,False
86,88,34,2020-12-08,15:16:24,2020,12,December,Tuesday,False,39,36-50,Male,City_18,False,In-Store,154,Toys_Product,Toys,4,59.31072414,237.2428966,Online Payment,False,0.0,False,False,Not Applicable (In-Store),,Rainy,Christmas Market,4,False
87,266,28,2018-12-09,7:29:05,2018,12,December,Sunday,True,19,18-25,Female,City_10,False,In-Store,877,Electronics_Product,Electronics,3,52.21764115,156.6529234,Credit Card,False,15.66529234,True,True,Not Applicable (In-Store),,Snowy,Black Friday,2,True
88,271,53,2019-11-21,11:41:50,2019,11,November,Thursday,False,29,26-35,Other,City_11,False,In-Store,572,Clothing_Product,Clothing,2,13.13791576,26.27583152,Debit Card,False,0.0,False,True,Not Applicable (In-Store),,Snowy,Christmas Market,1,False
89,197,,2023-11-26,8:29:29,2023,11,November,Sunday,True,32,26-35,Female,City_6,True,Online,895,Electronics_Product,Electronics,4,85.0671237,340.2684948,Cash,True,34.02684948,True,True,Express,2.0,Rainy,Black Friday,4,False
90,155,51,2023-11-30,19:59:52,2023,11,November,Thursday,False,49,36-50,Other,City_17,False,In-Store,509,Electronics_Product,Electronics,3,85.37423841,256.1227152,Credit Card,True,25.61227152,True,True,Not Applicable (In-Store),,Sunny,Black Friday,5,False
91,483,71,2018-11-18,7:08:11,2018,11,November,Sunday,True,70,51+,Other,City_15,False,In-Store,210,Electronics_Product,Electronics,2,75.4986668,150.9973336,Cash,False,15.09973336,True,True,Not Applicable (In-Store),,Sunny,Black Friday,3,False
92,454,,2022-11-08,4:44:30,2022,11,November,Tuesday,False,62,51+,Other,City_20,True,Online,494,Toys_Product,Toys,4,39.94097245,159.7638898,Online Payment,True,0.0,False,False,Standard,3.0,Snowy,No Event,4,True
93,53,,2023-11-07,6:45:18,2023,11,November,Tuesday,False,32,26-35,Other,City_12,True,Online,914,Decorations_Product,Decorations,2,93.49003467,186.9800693,Credit Card,False,18.69800693,True,True,Standard,2.0,Sunny,Black Friday,3,False
94,113,3,2020-11-11,17:13:30,2020,11,November,Wednesday,False,33,26-35,Male,City_9,False,In-Store,364,Electronics_Product,Electronics,1,68.45961504,68.45961504,Online Payment,True,0.0,False,False,Not Applicable (In-Store),,Snowy,No Event,5,True
95,411,48,2022-12-17,17:36:27,2022,12,December,Saturday,True,40,36-50,Female,City_16,False,In-Store,615,Food_Product,Food,1,64.58862125,64.58862125,Cash,False,6.458862125,True,False,Not Applicable (In-Store),,Sunny,Black Friday,4,False
96,464,8,2018-11-25,22:34:43,2018,11,November,Sunday,True,51,51+,Female,City_5,False,In-Store,488,Electronics_Product,Electronics,5,10.54388751,52.71943756,Cash,False,5.271943756,True,True,Not Applicable (In-Store),,Snowy,Black Friday,2,False
97,475,97,2019-12-08,19:34:18,2019,12,December,Sunday,True,23,18-25,Female,City_19,False,In-Store,453,Clothing_Product,Clothing,5,67.63835772,338.1917886,Cash,True,0.0,False,True,Not Applicable (In-Store),,Rainy,Christmas Market,2,False
98,176,,2022-12-18,11:37:18,2022,12,December,Sunday,True,69,51+,Other,City_18,True,Online,792,Clothing_Product,Clothing,5,31.49499298,157.4749649,Credit Card,True,0.0,False,False,Standard,2.0,Snowy,Christmas Market,2,False
99,9,,2022-11-04,22:23:41,2022,11,November,Friday,False,69,51+,Male,City_20,True,Online,936,Electronics_Product,Electronics,2,23.8755016,47.7510032,Cash,True,0.0,False,True,Overnight,4.0,Sunny,Christmas Market,5,True
100,120,70,2022-11-03,3:58:24,2022,11,November,Thursday,False,19,18-25,Other,City_8,False,In-Store,13,Food_Product,Food,4,20.04152523,80.16610091,Debit Card,False,0.0,False,True,Not Applicable (In-Store),,Snowy,Christmas Market,2,False
101,420,,2023-12-03,22:30:28,2023,12,December,Sunday,True,21,18-25,Male,City_6,True,Online,374,Decorations_Product,Decorations,1,82.22127485,82.22127485,Credit Card,False,8.222127485,True,False,Standard,3.0,Rainy,Black Friday,4,False
102,93,30,2018-12-17,14:40:57,2018,12,December,Monday,False,43,36-50,Other,City_18,False,In-Store,209,Decorations_Product,Decorations,5,24.84182888,124.2091444,Online Payment,False,0.0,False,False,Not Applicable (In-Store),,Sunny,No Event,1,False
103,266,,2021-12-28,12:54:24,2021,12,December,Tuesday,False,21,18-25,Other,City_5,True,Online,776,Decorations_Product,Decorations,1,93.32794426,93.32794426,Cash,False,0.0,False,True,Standard,4.0,Sunny,Christmas Market,2,False
104,312,63,2018-12-06,14:00:32,2018,12,December,Thursday,False,60,51+,Other,City_4,False,In-Store,379,Decorations_Product,Decorations,1,48.94546053,48.94546053,Cash,True,0.0,False,False,Not Applicable (In-Store),,Rainy,Christmas Market,2,False
105,285,100,2018-11-09,7:03:58,2018,11,November,Friday,False,22,18-25,Female,City_11,False,In-Store,752,Decorations_Product,Decorations,5,60.92595975,304.6297987,Online Payment,True,0.0,False,True,Not Applicable (In-Store),,Rainy,Christmas Market,2,False
106,3,3,2018-12-30,20:54:50,2018,12,December,Sunday,True,64,51+,Female,City_18,False,In-Store,530,Decorations_Product,Decorations,1,58.36473136,58.36473136,Debit Card,False,5.836473136,True,False,Not Applicable (In-Store),,Sunny,Black Friday,2,True
107,358,28,2020-12-31,10:26:56,2020,12,December,Thursday,False,30,26-35,Female,City_1,False,In-Store,365,Electronics_Product,Electronics,2,26.57491349,53.14982698,Online Payment,True,5.314982698,True,False,Not Applicable (In-Store),,Rainy,Black Friday,1,False
108,164,64,2020-12-25,10:41:20,2020,12,December,Friday,False,26,26-35,Other,City_9,False,In-Store,485,Clothing_Product,Clothing,3,44.55040027,133.6512008,Cash,False,13.36512008,True,False,Not Applicable (In-Store),,Sunny,Black Friday,5,False
109,161,81,2019-11-02,16:30:41,2019,11,November,Saturday,True,41,36-50,Female,City_9,False,In-Store,605,Food_Product,Food,2,52.42564792,104.8512958,Debit Card,True,0.0,False,True,Not Applicable (In-Store),,Sunny,Christmas Market,3,True
110,417,,2018-11-17,6:04:34,2018,11,November,Saturday,True,26,26-35,Male,City_18,True,Online,176,Electronics_Product,Electronics,3,28.07287674,84.21863021,Debit Card,False,8.421863021,True,False,Standard,4.0,Rainy,Black Friday,5,False
111,471,99,2018-12-20,15:18:23,2018,12,December,Thursday,False,63,51+,Other,City_17,False,In-Store,58,Toys_Product,Toys,1,90.03445467,90.03445467,Credit Card,True,0.0,False,True,Not Applicable (In-Store),,Snowy,No Event,2,True
112,401,,2018-11-27,12:33:03,2018,11,November,Tuesday,False,36,36-50,Other,City_2,True,Online,73,Clothing_Product,Clothing,1,93.28315006,93.28315006,Debit Card,False,9.328315006,True,False,Standard,2.0,Sunny,Black Friday,2,False
